attempt_id,business_id,business_category,business_true_avg_rating,business_displayed_stars,business_review_count,intended_star,user_review_count,user_tenure_days,user_experience_z,user_is_elite,device_mobile,session_prompted,completed,review_length
58611,3078,nightlife,3.238,3.0,161,5,7,475,0.2501,0,1,0,1,46.0
58612,91,beauty,3.161,3.0,32,1,8,88,0.3835,0,0,0,1,40.0
58613,3740,restaurants,3.773,4.0,7,1,5,22,-0.0756,0,1,1,1,60.0
58614,3813,restaurants,3.944,4.0,17,5,1,589,-1.3196,0,1,1,1,32.0
58615,986,shopping,3.38,3.5,45,5,5,163,-0.0756,0,1,0,0,
58616,2450,nightlife,4.481,4.5,70,2,1,273,-1.3196,0,0,0,0,
58617,2567,restaurants,3.37,3.5,19,5,2,55,-0.8605,0,1,0,0,
58618,150,services,4.174,4.0,113,5,2,164,-0.8605,0,0,0,1,23.0
58619,2926,beauty,4.07,4.0,3,5,8,853,0.3835,0,1,0,1,16.0
58620,3873,restaurants,3.746,3.5,6,5,1,257,-1.3196,0,1,1,1,28.0
58621,1616,restaurants,3.762,4.0,20,4,4,157,-0.2821,0,1,1,1,56.0
58622,3944,restaurants,5.0,5.0,11,5,4,423,-0.2821,0,1,0,1,28.0
58623,2678,beauty,4.315,4.5,12,5,11,982,0.7092,0,1,1,1,19.0
58624,2940,health,2.165,2.0,31,5,5,138,-0.0756,0,1,1,1,31.0
58625,2196,restaurants,4.019,4.0,34,5,8,612,0.3835,1,1,0,0,
58626,2766,shopping,4.946,5.0,20,5,5,70,-0.0756,0,1,1,1,16.0
58627,3748,restaurants,3.241,3.0,27,4,30,1521,1.7839,0,0,0,1,55.0
58628,2361,restaurants,3.739,3.5,47,5,3,267,-0.5348,0,1,0,1,90.0
58629,2154,nightlife,3.936,4.0,4,5,59,203,2.5316,1,1,0,1,48.0
58630,678,restaurants,4.128,4.0,46,5,2,207,-0.8605,0,1,1,0,
58631,2066,shopping,4.568,4.5,22,5,11,266,0.7092,0,0,0,0,
58632,3454,health,3.596,3.5,9,4,24,424,1.5403,0,1,1,1,31.0
58633,2677,services,3.649,3.5,49,4,4,237,-0.2821,0,1,1,1,36.0
58634,2864,shopping,3.866,4.0,110,5,4,1214,-0.2821,0,1,1,1,25.0
58635,609,shopping,3.762,4.0,26,2,1,752,-1.3196,0,0,1,0,
58636,3387,health,3.999,4.0,32,4,190,179,3.8428,1,1,1,1,219.0
58637,2123,restaurants,4.741,4.5,46,3,4,131,-0.2821,0,1,1,0,
58638,1824,beauty,4.604,4.5,8,1,22,300,1.4459,0,1,1,1,48.0
58639,202,shopping,4.157,4.0,23,4,2,366,-0.8605,0,0,0,0,
58640,3572,restaurants,4.379,4.5,62,5,1,188,-1.3196,1,1,1,1,50.0
58641,2508,shopping,4.598,4.5,5,5,2,244,-0.8605,0,1,0,1,21.0
58642,1248,services,3.494,3.5,28,5,6,450,0.0989,0,1,1,1,53.0
58643,2138,beauty,4.332,4.5,71,5,5,739,-0.0756,0,1,1,1,33.0
58644,3636,services,3.084,3.0,44,1,2,133,-0.8605,0,1,0,1,36.0
58645,3357,shopping,4.082,4.0,57,5,3,43,-0.5348,0,0,1,1,82.0
58646,1191,shopping,3.288,3.5,24,4,6,190,0.0989,0,0,0,1,86.0
58647,3190,restaurants,3.756,4.0,155,4,2,53,-0.8605,0,1,1,0,
58648,31,health,4.664,4.5,54,5,3,109,-0.5348,0,1,1,1,24.0
58649,1730,health,4.05,4.0,9,2,1,26,-1.3196,0,0,0,0,
58650,2193,restaurants,3.46,3.5,10,4,11,970,0.7092,1,1,0,0,
58651,2635,shopping,4.43,4.5,42,1,1,49,-1.3196,0,1,0,0,
58652,3,beauty,5.0,5.0,20,4,3,1773,-0.5348,0,1,0,0,
58653,1213,shopping,3.068,3.0,4,5,9,52,0.5028,1,0,0,1,156.0
58654,1028,beauty,3.991,4.0,6,5,9,611,0.5028,0,0,1,1,86.0
58655,1551,shopping,4.345,4.5,126,2,1,182,-1.3196,0,1,1,0,
58656,2766,shopping,4.946,5.0,20,5,11,576,0.7092,1,0,1,1,49.0
58657,312,restaurants,4.743,4.5,8,5,8,534,0.3835,0,0,1,1,61.0
58658,2999,restaurants,3.872,4.0,27,5,10,99,0.6107,0,0,0,1,69.0
58659,402,services,4.029,4.0,8,5,4,1204,-0.2821,0,1,0,0,
58660,2027,shopping,3.211,3.0,30,5,8,76,0.3835,0,0,1,0,
58661,3274,beauty,3.607,3.5,35,1,10,198,0.6107,0,1,0,0,
58662,3515,beauty,3.96,4.0,7,5,75,1408,2.7993,1,1,0,0,
58663,3887,services,3.192,3.0,54,2,1,371,-1.3196,0,1,0,0,
58664,1726,shopping,3.845,4.0,43,3,8,220,0.3835,0,0,1,1,65.0
58665,1956,nightlife,3.516,3.5,47,5,11,265,0.7092,0,1,1,1,77.0
58666,3604,health,4.016,4.0,16,3,7,327,0.2501,0,1,0,0,
58667,511,services,4.597,4.5,38,5,15,699,1.035,0,1,1,0,
58668,3637,restaurants,4.726,4.5,35,5,14,448,0.9619,0,1,1,1,46.0
58669,353,nightlife,4.465,4.5,33,5,7,188,0.2501,0,1,1,1,65.0
58670,364,nightlife,4.067,4.0,386,5,4,453,-0.2821,0,1,0,1,46.0
58671,181,services,4.265,4.5,17,2,1,42,-1.3196,0,0,0,0,
58672,921,services,2.811,3.0,50,2,54,432,2.4331,0,0,1,1,200.0
58673,3515,beauty,3.96,4.0,7,1,0,172,-2.1045,0,0,1,1,63.0
58674,830,nightlife,4.297,4.5,15,5,10,205,0.6107,0,1,1,1,76.0
58675,1768,restaurants,2.945,3.0,39,5,8,416,0.3835,0,1,0,1,71.0
58676,3221,services,3.554,3.5,12,3,1,563,-1.3196,0,1,1,0,
58677,3521,services,4.427,4.5,50,4,63,94,2.6047,0,1,1,1,60.0
58678,1755,nightlife,4.007,4.0,16,4,14,290,0.9619,0,1,1,0,
58679,1451,nightlife,3.776,4.0,16,5,7,77,0.2501,1,1,0,0,
58680,1857,restaurants,3.923,4.0,8,5,1,369,-1.3196,0,1,1,1,34.0
58681,2352,restaurants,3.54,3.5,7,5,29,72,1.7468,0,0,0,1,103.0
58682,1288,shopping,3.889,4.0,7,5,31,103,1.8199,1,1,1,1,98.0
58683,2695,restaurants,3.973,4.0,18,5,6,559,0.0989,0,1,1,1,41.0
58684,3229,shopping,3.543,3.5,19,5,41,219,2.1278,1,0,1,1,54.0
58685,200,beauty,4.658,4.5,3,4,7,287,0.2501,0,0,1,1,69.0
58686,3285,nightlife,3.317,3.5,83,2,8,132,0.3835,0,1,1,1,39.0
58687,2726,services,3.893,4.0,26,3,5,493,-0.0756,0,0,0,1,25.0
58688,234,health,4.007,4.0,41,4,12,79,0.7999,0,1,1,1,49.0
58689,3198,restaurants,4.08,4.0,47,5,10,216,0.6107,0,1,1,1,56.0
58690,1982,services,4.306,4.5,26,5,3,204,-0.5348,0,1,0,0,
58691,88,restaurants,4.406,4.5,190,5,1,328,-1.3196,0,0,0,1,66.0
58692,326,services,4.526,4.5,22,5,4,261,-0.2821,0,1,1,1,35.0
58693,235,services,3.641,3.5,66,5,11,264,0.7092,1,0,1,1,32.0
58694,1627,restaurants,3.215,3.0,124,5,4,97,-0.2821,0,1,1,0,
58695,2088,beauty,3.973,4.0,24,5,2,56,-0.8605,0,1,1,1,29.0
58696,961,shopping,3.903,4.0,16,4,5,244,-0.0756,0,1,0,0,
58697,3885,restaurants,3.626,3.5,16,3,1,249,-1.3196,1,1,1,1,115.0
58698,125,shopping,4.177,4.0,31,5,3,118,-0.5348,0,1,1,1,26.0
58699,3892,shopping,4.159,4.0,25,5,1,41,-1.3196,0,1,0,1,40.0
58700,604,health,4.55,4.5,19,5,6,1049,0.0989,1,1,1,1,61.0
58701,438,beauty,3.358,3.5,6,2,12,347,0.7999,0,0,1,0,
58702,1967,services,4.461,4.5,5,5,5,486,-0.0756,0,1,1,1,69.0
58703,3043,shopping,4.868,5.0,20,5,8,250,0.3835,0,0,0,0,
58704,2643,services,3.253,3.5,43,5,6,48,0.0989,0,1,1,1,61.0
58705,3173,health,4.422,4.5,53,3,8,85,0.3835,0,0,0,1,68.0
58706,1812,beauty,3.934,4.0,95,3,10,365,0.6107,0,1,1,1,62.0
58707,3507,services,3.123,3.0,68,3,10,734,0.6107,0,1,0,1,61.0
58708,3056,nightlife,4.652,4.5,121,1,18,201,1.2296,0,1,0,1,81.0
58709,174,restaurants,3.893,4.0,84,5,1,525,-1.3196,0,1,0,0,
58710,2007,restaurants,4.023,4.0,10,5,12,29,0.7999,0,1,0,1,89.0
58711,3889,restaurants,3.356,3.5,25,5,4,63,-0.2821,0,1,1,0,
58712,2905,nightlife,3.259,3.5,213,4,3,305,-0.5348,0,1,0,1,73.0
58713,3286,nightlife,3.466,3.5,17,5,1,362,-1.3196,0,0,0,1,33.0
58714,2879,restaurants,3.495,3.5,156,1,1,155,-1.3196,0,1,0,1,102.0
58715,2430,services,4.541,4.5,24,4,3,917,-0.5348,0,0,0,1,59.0
58716,1339,shopping,4.43,4.5,22,1,2,68,-0.8605,0,1,1,0,
58717,267,restaurants,3.569,3.5,8,5,15,270,1.035,0,0,1,1,68.0
58718,1206,nightlife,4.756,5.0,63,5,11,221,0.7092,0,1,1,1,92.0
58719,960,shopping,5.0,5.0,16,5,26,171,1.6275,1,1,1,1,75.0
58720,2897,restaurants,3.601,3.5,8,5,4,449,-0.2821,0,1,0,1,47.0
58721,1386,beauty,3.906,4.0,9,5,10,214,0.6107,0,1,0,1,42.0
58722,1414,restaurants,3.49,3.5,7,5,1,25,-1.3196,0,0,1,1,92.0
58723,3429,services,3.287,3.5,82,2,69,260,2.7062,0,1,1,1,57.0
58724,782,shopping,4.459,4.5,11,5,36,461,1.9842,1,1,0,1,57.0
58725,3044,beauty,4.373,4.5,80,5,2,71,-0.8605,0,1,0,1,57.0
58726,1409,beauty,4.581,4.5,15,5,29,527,1.7468,0,1,0,1,50.0
58727,3762,restaurants,3.965,4.0,20,5,1,239,-1.3196,0,0,0,0,
58728,3820,beauty,4.207,4.0,7,3,2,73,-0.8605,0,0,0,0,
58729,1690,services,4.009,4.0,16,1,5,315,-0.0756,0,0,1,1,89.0
58730,3127,restaurants,3.183,3.0,104,2,2,80,-0.8605,0,0,1,0,
58731,3667,restaurants,3.744,3.5,31,5,10,316,0.6107,0,1,0,1,54.0
58732,2413,shopping,3.711,3.5,18,5,17,537,1.1683,1,1,0,0,
58733,3582,shopping,3.117,3.0,59,1,1,2859,-1.3196,0,0,0,0,
58734,2732,nightlife,4.154,4.0,32,2,6,397,0.0989,0,0,0,1,91.0
58735,73,restaurants,3.709,3.5,31,4,2,110,-0.8605,0,0,0,1,118.0
58736,2432,nightlife,3.716,3.5,58,5,7,42,0.2501,0,0,1,1,78.0
58737,957,shopping,3.898,4.0,25,5,7,438,0.2501,0,1,0,1,60.0
58738,2363,services,2.734,2.5,17,1,2,155,-0.8605,0,0,1,1,104.0
58739,3199,health,4.04,4.0,23,5,4,20,-0.2821,0,0,1,1,104.0
58740,792,restaurants,4.286,4.5,7,5,6,148,0.0989,0,1,1,0,
58741,2660,services,3.646,3.5,9,5,2,86,-0.8605,0,1,1,1,43.0
58742,2165,restaurants,4.01,4.0,5,5,1,1690,-1.3196,0,0,1,1,67.0
58743,891,health,3.616,3.5,18,5,12,99,0.7999,0,0,0,0,
58744,3037,restaurants,4.51,4.5,67,5,12,198,0.7999,0,0,1,1,53.0
58745,3125,restaurants,3.627,3.5,336,5,11,246,0.7092,0,1,0,1,54.0
58746,26,shopping,4.068,4.0,74,5,2,309,-0.8605,0,1,0,1,25.0
58747,1266,restaurants,4.983,5.0,260,5,4,719,-0.2821,0,0,1,1,102.0
58748,293,restaurants,2.756,3.0,5,5,1,365,-1.3196,0,1,1,0,
58749,2408,restaurants,3.816,4.0,87,5,49,159,2.3252,0,0,0,1,59.0
58750,3526,restaurants,3.311,3.5,24,5,1,142,-1.3196,0,1,0,0,
58751,3738,services,2.639,2.5,26,1,20,131,1.3429,1,1,1,1,38.0
58752,1585,health,3.55,3.5,28,5,2,1848,-0.8605,0,0,0,1,73.0
58753,958,shopping,3.355,3.5,100,1,7,251,0.2501,0,1,0,1,45.0
58754,1255,services,3.947,4.0,19,5,4,331,-0.2821,0,1,1,0,
58755,221,shopping,3.313,3.5,13,5,3,265,-0.5348,0,1,0,1,63.0
58756,1399,shopping,3.679,3.5,22,5,8,48,0.3835,0,0,1,1,48.0
58757,2640,beauty,2.291,2.5,10,5,3,1166,-0.5348,0,0,0,1,34.0
58758,73,restaurants,3.709,3.5,31,5,1,102,-1.3196,0,1,1,1,45.0
58759,2913,beauty,3.297,3.5,182,5,4,235,-0.2821,0,0,0,1,43.0
58760,3375,shopping,3.874,4.0,10,5,17,335,1.1683,0,0,1,1,69.0
58761,1250,restaurants,3.507,3.5,14,5,5,79,-0.0756,0,1,1,1,60.0
58762,3071,health,2.979,3.0,26,5,2,201,-0.8605,0,1,1,1,25.0
58763,1873,health,3.004,3.0,21,4,104,342,3.1653,0,1,1,1,131.0
58764,3953,beauty,3.277,3.5,37,5,5,1548,-0.0756,0,0,0,1,18.0
58765,2004,restaurants,4.166,4.0,32,4,2,72,-0.8605,0,0,0,1,59.0
58766,2398,restaurants,2.881,3.0,15,5,53,534,2.4123,1,1,1,1,118.0
58767,3263,shopping,3.806,4.0,15,5,1,730,-1.3196,0,0,0,1,33.0
58768,1095,shopping,4.086,4.0,9,2,2,95,-0.8605,0,0,0,0,
58769,2772,services,4.169,4.0,18,3,15,354,1.035,0,1,1,1,65.0
58770,3404,services,3.86,4.0,14,5,2,772,-0.8605,0,1,1,1,34.0
58771,1091,nightlife,3.359,3.5,28,4,11,941,0.7092,1,1,0,0,
58772,3226,beauty,3.657,3.5,18,5,13,97,0.8838,0,1,0,0,
58773,1092,restaurants,3.708,3.5,28,3,48,310,2.3023,0,0,1,1,51.0
58774,2439,beauty,3.721,3.5,16,3,16,1726,1.1036,0,0,1,1,47.0
58775,1299,shopping,3.3,3.5,78,5,3,112,-0.5348,0,1,0,0,
58776,2515,services,3.963,4.0,70,2,2,719,-0.8605,0,1,0,1,43.0
58777,583,shopping,3.353,3.5,192,5,2,915,-0.8605,0,1,0,0,
58778,3238,shopping,4.735,4.5,7,3,1,1424,-1.3196,0,1,1,0,
58779,537,restaurants,3.257,3.5,54,1,8,92,0.3835,0,0,0,0,
58780,1340,restaurants,4.029,4.0,91,5,1,209,-1.3196,0,1,0,0,
58781,3269,restaurants,3.791,4.0,47,5,6,563,0.0989,0,1,0,1,43.0
58782,384,shopping,3.374,3.5,17,5,1,446,-1.3196,0,1,1,0,
58783,3326,shopping,4.06,4.0,18,5,7,45,0.2501,0,1,1,1,76.0
58784,1602,beauty,4.071,4.0,35,5,3,1280,-0.5348,0,0,0,1,46.0
58785,1040,restaurants,3.836,4.0,17,5,10,140,0.6107,0,0,1,1,132.0
58786,3325,services,3.477,3.5,19,4,0,103,-2.1045,0,0,0,0,
58787,3401,services,3.696,3.5,64,4,14,884,0.9619,1,0,1,1,32.0
58788,3446,beauty,3.96,4.0,9,2,5,191,-0.0756,1,0,0,1,36.0
58789,2282,restaurants,3.756,4.0,18,5,3,1422,-0.5348,0,0,0,0,
58790,791,shopping,3.854,4.0,7,1,9,231,0.5028,0,0,1,1,59.0
58791,2848,beauty,3.6,3.5,49,4,8,272,0.3835,0,0,0,1,106.0
58792,2813,restaurants,4.467,4.5,79,5,1,207,-1.3196,0,0,0,1,75.0
58793,3521,services,4.427,4.5,50,5,6,88,0.0989,0,1,1,0,
58794,2948,health,3.296,3.5,29,5,11,516,0.7092,0,1,0,1,42.0
58795,1233,beauty,2.272,2.5,65,4,1,635,-1.3196,0,0,0,0,
58796,1790,beauty,3.514,3.5,24,4,6,532,0.0989,0,0,0,0,
58797,2648,beauty,4.195,4.0,62,3,19,476,1.2877,0,0,1,0,
58798,3108,restaurants,4.663,4.5,26,3,6,826,0.0989,0,0,1,1,103.0
58799,1234,restaurants,3.583,3.5,5,5,3,177,-0.5348,0,0,0,1,50.0
58800,1039,restaurants,4.045,4.0,18,2,1,762,-1.3196,0,1,0,0,
58801,3611,restaurants,3.023,3.0,90,5,1,532,-1.3196,0,1,0,0,
58802,3968,shopping,3.624,3.5,6,5,3,246,-0.5348,0,1,1,1,26.0
58803,1198,restaurants,4.34,4.5,42,5,12,162,0.7999,0,1,0,1,114.0
58804,261,services,4.127,4.0,17,5,10,211,0.6107,0,0,0,0,
58805,2501,beauty,3.493,3.5,34,4,3,89,-0.5348,0,0,0,0,
58806,63,beauty,3.971,4.0,40,5,2,517,-0.8605,0,1,1,1,17.0
58807,764,services,4.157,4.0,112,5,3,350,-0.5348,0,0,0,1,49.0
58808,2106,beauty,3.373,3.5,12,5,18,269,1.2296,0,0,1,1,62.0
58809,1479,shopping,3.705,3.5,13,5,1,357,-1.3196,0,0,0,1,81.0
58810,195,restaurants,4.868,5.0,94,5,5,1108,-0.0756,0,1,1,1,58.0
58811,1405,restaurants,3.752,4.0,20,2,3,317,-0.5348,0,1,1,0,
58812,2697,restaurants,3.111,3.0,59,3,10,705,0.6107,1,1,0,0,
58813,3001,nightlife,5.0,5.0,4,5,4,640,-0.2821,0,1,0,0,
58814,3009,beauty,3.621,3.5,84,4,1,158,-1.3196,0,0,0,1,12.0
58815,1146,beauty,3.867,4.0,40,5,27,749,1.6687,1,0,1,1,47.0
58816,2652,services,3.846,4.0,15,3,6,378,0.0989,0,0,1,1,35.0
58817,1309,health,4.508,4.5,90,4,6,404,0.0989,0,1,1,1,32.0
58818,2603,beauty,3.472,3.5,41,5,1,226,-1.3196,0,1,1,0,
58819,37,shopping,3.822,4.0,7,3,3,67,-0.5348,0,1,0,0,
58820,1637,health,4.769,5.0,67,5,2,39,-0.8605,1,1,1,1,27.0
58821,1263,health,3.799,4.0,22,5,4,83,-0.2821,0,0,1,1,75.0
58822,2668,nightlife,4.172,4.0,89,5,1,383,-1.3196,0,1,0,1,57.0
58823,1088,shopping,3.661,3.5,6,4,5,154,-0.0756,0,1,0,0,
58824,1199,beauty,3.641,3.5,7,4,12,112,0.7999,0,1,1,0,
58825,2178,restaurants,4.278,4.5,99,1,3,285,-0.5348,0,1,1,1,74.0
58826,2614,restaurants,4.44,4.5,37,5,6,149,0.0989,0,1,0,1,44.0
58827,1607,restaurants,3.628,3.5,2,5,1,694,-1.3196,0,0,1,1,24.0
58828,3568,services,3.287,3.5,38,4,30,783,1.7839,0,1,0,1,116.0
58829,3921,services,3.612,3.5,58,5,2,722,-0.8605,0,1,0,0,
58830,2425,beauty,2.869,3.0,58,3,4,457,-0.2821,0,0,0,1,58.0
58831,2184,shopping,3.666,3.5,31,4,2,113,-0.8605,0,1,1,1,37.0
58832,2082,beauty,2.682,2.5,39,1,2,318,-0.8605,0,1,1,0,
58833,290,services,2.728,2.5,10,1,27,303,1.6687,0,0,1,1,107.0
58834,1646,restaurants,3.755,4.0,17,4,24,411,1.5403,0,0,0,1,126.0
58835,3237,restaurants,3.608,3.5,13,5,3,252,-0.5348,0,1,0,1,38.0
58836,2772,services,4.169,4.0,18,4,206,392,3.9339,1,0,0,1,189.0
58837,213,services,4.253,4.5,63,5,16,255,1.1036,0,1,1,0,
58838,553,services,3.821,4.0,29,4,15,780,1.035,0,1,1,1,64.0
58839,3348,beauty,4.771,5.0,5,5,5,101,-0.0756,0,0,0,1,22.0
58840,2939,restaurants,2.386,2.5,34,4,18,300,1.2296,0,0,0,1,114.0
58841,1621,shopping,3.829,4.0,7,4,6,306,0.0989,0,1,0,1,28.0
58842,3767,restaurants,3.145,3.0,24,5,2,133,-0.8605,0,1,1,1,60.0
58843,246,nightlife,3.473,3.5,36,4,5,146,-0.0756,0,1,1,1,43.0
58844,3046,shopping,3.737,3.5,14,5,3,139,-0.5348,0,0,0,1,28.0
58845,3909,services,3.28,3.5,114,5,1,498,-1.3196,1,1,1,1,45.0
58846,1749,shopping,3.667,3.5,58,5,15,113,1.035,0,1,1,1,82.0
58847,1981,shopping,3.721,3.5,13,5,6,102,0.0989,0,0,0,0,
58848,849,health,4.32,4.5,84,4,5,94,-0.0756,0,0,1,1,53.0
58849,3419,services,3.601,3.5,16,5,34,271,1.9213,1,0,1,1,56.0
58850,2902,restaurants,4.042,4.0,32,2,6,86,0.0989,0,0,1,1,64.0
58851,1682,beauty,3.886,4.0,14,5,19,180,1.2877,0,0,0,1,50.0
58852,938,services,4.346,4.5,22,3,2,385,-0.8605,0,1,0,0,
58853,1846,restaurants,3.37,3.5,8,5,2,547,-0.8605,0,0,0,1,76.0
58854,1807,shopping,3.717,3.5,58,4,5,1531,-0.0756,0,0,0,1,89.0
58855,1449,restaurants,3.818,4.0,8,5,5,210,-0.0756,0,0,0,1,45.0
58856,3356,nightlife,4.155,4.0,22,5,7,502,0.2501,0,1,1,1,42.0
58857,1475,shopping,4.059,4.0,28,5,15,355,1.035,0,1,1,1,77.0
58858,456,health,2.647,2.5,32,4,265,188,4.2179,1,0,1,1,187.0
58859,3173,health,4.422,4.5,53,5,1,143,-1.3196,0,1,1,1,61.0
58860,2920,health,3.63,3.5,95,5,3,354,-0.5348,0,0,1,1,36.0
58861,123,shopping,3.596,3.5,34,5,8,464,0.3835,0,0,0,1,54.0
58862,2782,nightlife,3.713,3.5,87,5,42,209,2.1544,0,0,1,1,85.0
58863,1959,nightlife,4.579,4.5,89,5,4,240,-0.2821,0,0,0,1,57.0
58864,2694,services,4.203,4.0,32,5,5,970,-0.0756,0,0,1,1,40.0
58865,1062,restaurants,3.752,4.0,35,5,3,1231,-0.5348,0,1,1,0,
58866,712,services,3.242,3.0,70,2,9,194,0.5028,0,1,0,0,
58867,2226,beauty,4.255,4.5,5,5,5,355,-0.0756,0,0,1,0,
58868,216,restaurants,4.261,4.5,97,4,12,580,0.7999,1,1,1,0,
58869,860,beauty,3.026,3.0,16,1,19,260,1.2877,0,1,1,1,46.0
58870,177,health,3.839,4.0,24,5,3,166,-0.5348,0,1,0,0,
58871,1395,restaurants,4.505,4.5,24,5,14,338,0.9619,0,0,1,1,90.0
58872,3624,beauty,3.026,3.0,94,4,2,549,-0.8605,0,1,1,1,32.0
58873,2133,health,3.816,4.0,115,5,6,368,0.0989,0,1,0,0,
58874,2954,shopping,4.701,4.5,13,5,2,285,-0.8605,0,0,0,1,39.0
58875,2967,restaurants,4.268,4.5,18,1,1,88,-1.3196,0,1,1,0,
58876,505,services,3.436,3.5,11,4,14,352,0.9619,0,1,1,1,59.0
58877,3783,restaurants,3.591,3.5,48,5,2,180,-0.8605,0,1,0,1,33.0
58878,617,shopping,3.197,3.0,19,1,2,378,-0.8605,0,1,0,0,
58879,972,restaurants,3.552,3.5,16,5,3,154,-0.5348,0,0,0,1,37.0
58880,2622,restaurants,3.69,3.5,76,5,40,186,2.1005,0,0,1,1,155.0
58881,1931,nightlife,3.065,3.0,44,5,30,1412,1.7839,0,1,1,1,89.0
58882,859,shopping,4.433,4.5,29,5,1,345,-1.3196,0,1,0,0,
58883,1394,services,4.394,4.5,37,1,1,29,-1.3196,0,1,0,0,
58884,1634,health,4.181,4.0,26,5,39,877,2.0725,1,0,1,1,44.0
58885,2424,services,3.713,3.5,20,5,55,80,2.4535,0,1,0,1,24.0
58886,3162,restaurants,3.973,4.0,36,5,8,129,0.3835,0,1,0,1,61.0
58887,1465,beauty,3.507,3.5,30,2,6,252,0.0989,0,1,1,1,39.0
58888,1569,shopping,4.199,4.0,18,5,5,709,-0.0756,0,1,1,1,66.0
58889,387,health,4.098,4.0,11,5,4,347,-0.2821,0,1,0,1,13.0
58890,3820,beauty,4.207,4.0,7,5,1,62,-1.3196,0,1,1,0,
58891,2457,restaurants,3.659,3.5,133,5,12,414,0.7999,0,0,1,1,35.0
58892,1039,restaurants,4.045,4.0,18,5,2,181,-0.8605,0,0,0,0,
58893,142,health,4.339,4.5,37,5,10,216,0.6107,1,1,1,1,38.0
58894,3798,shopping,4.816,5.0,12,5,5,168,-0.0756,0,1,0,0,
58895,172,restaurants,4.459,4.5,13,5,17,115,1.1683,0,0,0,1,98.0
58896,728,shopping,2.121,2.0,31,4,2,116,-0.8605,0,0,0,0,
58897,3536,restaurants,3.79,4.0,8,5,1,537,-1.3196,0,1,0,1,15.0
58898,1352,restaurants,4.138,4.0,44,5,2,131,-0.8605,0,0,1,1,57.0
58899,3481,beauty,3.8,4.0,17,5,5,88,-0.0756,0,1,0,1,23.0
58900,2201,health,3.453,3.5,46,5,4,142,-0.2821,0,1,0,1,33.0
58901,2250,shopping,3.281,3.5,23,1,1,244,-1.3196,0,1,1,1,59.0
58902,3728,beauty,4.838,5.0,23,5,3,419,-0.5348,0,1,0,1,32.0
58903,72,services,4.03,4.0,9,5,5,360,-0.0756,0,1,0,1,41.0
58904,1391,services,4.069,4.0,45,4,11,231,0.7092,0,0,1,0,
58905,1372,shopping,3.011,3.0,8,5,5,126,-0.0756,0,1,0,1,31.0
58906,2930,nightlife,4.611,4.5,38,5,11,105,0.7092,0,1,0,1,26.0
58907,1385,restaurants,5.0,5.0,6,5,5,626,-0.0756,0,1,0,1,47.0
58908,3521,services,4.427,4.5,50,3,5,444,-0.0756,0,1,0,0,
58909,2883,restaurants,3.644,3.5,5,5,9,435,0.5028,0,1,1,1,48.0
58910,3630,restaurants,3.134,3.0,12,1,1,340,-1.3196,0,1,1,1,49.0
58911,3247,services,4.318,4.5,29,5,39,377,2.0725,0,1,1,1,82.0
58912,2988,restaurants,3.901,4.0,14,3,5,292,-0.0756,0,1,1,0,
58913,1416,nightlife,3.862,4.0,216,5,4,137,-0.2821,0,0,0,1,80.0
58914,2910,beauty,3.924,4.0,72,2,7,1337,0.2501,1,1,1,1,42.0
58915,1686,shopping,4.104,4.0,17,4,17,74,1.1683,0,1,1,1,79.0
58916,1373,services,4.061,4.0,7,5,8,82,0.3835,1,0,0,1,42.0
58917,898,restaurants,4.937,5.0,13,4,10,419,0.6107,0,0,1,0,
58918,3583,beauty,3.738,3.5,37,4,5,363,-0.0756,0,1,0,0,
58919,2911,restaurants,3.511,3.5,17,5,2,1641,-0.8605,0,0,1,1,55.0
58920,196,nightlife,3.657,3.5,24,5,0,353,-2.1045,0,0,0,0,
58921,1396,shopping,4.682,4.5,14,3,12,299,0.7999,0,1,0,1,61.0
58922,2320,restaurants,3.485,3.5,6,5,15,675,1.035,0,1,1,1,72.0
58923,2821,beauty,2.9,3.0,9,5,1,2486,-1.3196,0,1,0,1,48.0
58924,1227,shopping,3.672,3.5,22,1,1,465,-1.3196,0,0,1,1,36.0
58925,2827,restaurants,4.222,4.0,10,5,1,84,-1.3196,0,1,0,0,
58926,1089,shopping,4.279,4.5,6,5,2,1837,-0.8605,0,1,1,0,
58927,624,health,4.837,5.0,34,5,2,302,-0.8605,0,1,1,1,28.0
58928,348,nightlife,2.894,3.0,45,1,5,322,-0.0756,0,0,0,1,89.0
58929,3541,nightlife,3.854,4.0,15,5,6,39,0.0989,0,1,0,1,56.0
58930,2630,restaurants,3.721,3.5,17,4,5,140,-0.0756,0,1,1,1,67.0
58931,3298,shopping,4.559,4.5,7,5,3,117,-0.5348,1,0,0,1,71.0
58932,2145,health,4.944,5.0,25,5,2,178,-0.8605,0,1,0,1,40.0
58933,2332,services,4.475,4.5,16,2,1,579,-1.3196,0,1,1,0,
58934,1164,restaurants,4.903,5.0,41,5,2,53,-0.8605,0,1,1,1,36.0
58935,345,services,2.84,3.0,92,5,9,40,0.5028,0,1,0,0,
58936,2860,shopping,4.823,5.0,49,5,1,1057,-1.3196,0,1,1,1,29.0
58937,669,shopping,2.509,2.5,26,2,4,420,-0.2821,0,1,0,0,
58938,3498,shopping,2.81,3.0,6,5,1,240,-1.3196,0,1,0,1,34.0
